participant_id,session_id,response_type,response_text,word_count,character_count,mentions_data_circle,mentions_party_view,mentions_tooltips_explanation,mentions_simulator_or_server,mentions_confusion,mentions_exploration,mentions_external_resources,include_quote,code_primary,code_secondary,theme,researcher_note
participant-mpya2p1q-46ef0b,participant-mpya2p1q-46ef0b,optional_comments,"I really liked the accessibility of the tool and the ability to easily see and change all of my trait choices in one place.

I also liked that the tool matched the theme of the game, which made it feel more connected to the overall experience. It really looked like it was part of the game, rather than something detached from it.",62,330,False,False,False,False,False,False,False,,,,,
participant-mpya2p1q-46ef0b,participant-mpya2p1q-46ef0b,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpya2p1q-46ef0b,participant-mpya2p1q-46ef0b,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,supported_exploration,The visualization is very intuitive and helps in exploring strengths and weaknesses of the party,15,96,True,True,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,blocked_exploration,First time opening the tool is a little overwhelming and takes a bit of getting used to,17,87,False,False,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,changed_normal_planning,"Personally I prefer to build my party based on roleplay, but this helps me visualize the build I created",19,104,False,True,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,suggested_change,"It would be nice to see even more information about the build, for example some algorithm that recommends what to change",21,120,False,False,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzu7yfi-18b55e,participant-mpzu7yfi-18b55e,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,supported_exploration,The initial tutorial,3,20,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,blocked_exploration,overlapping text or cut out,5,27,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,changed_normal_planning,It was my first time,5,20,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,suggested_change,expandable side menus,3,21,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzuqjdb-edb342,participant-mpzuqjdb-edb342,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,supported_exploration,"I went into this with zero knowledge on Baldur's Gate 3, so I did not know anything. I used the circle on the right to understand the abilities of each class/race (e.g., whether they did fire damage or acid damage or how the extent of their utility). I noticed on my second character that there were differences per race, so I tried to make my third and fourth character based on race. This was to maybe fill in the gaps that could be there. So, I basically looked more at the third tab when setting up a character at this point.",101,529,True,True,True,False,True,False,False,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,blocked_exploration,"Whenever I wanted to try out my build it said that the server was occupied. So, I did not get to actually try out many things or see the synergy between my characters. I just used my usual playstyle in games to assess what I would like my party to have.",51,253,False,True,False,True,False,True,False,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,changed_normal_planning,"I think I was more aware of everything. I usually avoid details when I plan a party or build a character. I prefer to just play the party to see what I think about it and if the party achieves what I made it for. I have the same with spells where I just want to try them out or watch a video to see what they do. When I build characters I always look up a guide if it is not provided in the game. So, I usually don't really think about it in this much detail. I liked it though. I thought it was pleasant to do and was curious how good the party that I was creating would be in the game.",125,587,False,True,False,False,False,True,True,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,suggested_change,"I would add more explanations in the form of tooltips especially for the ability scores. I had to search up a lot of definitions and what would be good for my character. So, I would have liked it if the tool explained to me what Wisdom, Intelligence, Charisma, History, Athletics, Perception, etc. would change to my character.",57,327,False,False,True,False,False,False,True,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,optional_comments,My interest in Baldur's Gate 3 increased while making my characters mainly because I was curious about what these characters would be like in game.,25,147,False,False,False,False,False,True,False,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mpzxp2jz-c463ae,participant-mpzxp2jz-c463ae,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,supported_exploration,Ease of use,3,11,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,blocked_exploration,There's a bit of a learning curve,7,33,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,changed_normal_planning,"not much, I used it for fun and I usually don't optimise builds",13,63,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,suggested_change,Maybe warnings on significant overlap?,5,38,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq000vqm-dbf8fe,participant-mq000vqm-dbf8fe,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,supported_exploration,Being able to save builds and return to them was super helpful for comparison and iteration since I did not have to worry about losing my previous choices when experimenting.,30,174,False,False,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,blocked_exploration,"The circle visualization is not clear as to how it is meant to be used. An example of its design purpose and thought process would go a long way.
Moreover, it would be nice to be able to see how the party will evolve in the long term. This evolution happens over a significant period of real time, so it would be useful to visualize what this would look like when designing a party.",74,382,True,True,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,changed_normal_planning,I do not generally plan that far ahead. This tool made it quite engaging and motivating to try this process out.,21,112,False,False,False,False,False,True,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,suggested_change,"It would be nice to be able to see how the party will evolve in the long term. This evolution happens over a significant period of real time, so it would be useful to visualize what this would look like when designing a party.",44,226,False,True,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,optional_comments,Awesome study! Looking forward to the results.,7,46,False,False,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,supported_exploration,"The ability to oversee all abilities in one diagram, as well as of the whole party",16,82,False,True,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,blocked_exploration,A way to easily see what all different subclasses give as in abilities.,13,71,False,False,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,changed_normal_planning,I could make choises planning ahead in levels and not just make decisions as I level up.,17,88,False,False,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,suggested_change,It was hard to switch between party members as I also accidentally deleted 1 of my saved builds. Make that more easy. And add a confirmation question if you delete or overwrite a saved build.,35,191,False,True,False,False,True,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,supported_exploration,Having all the icons and explanations from BG3 feels familiar and its easy to immediately choose from memory. Similarity to D&D Beyond also helps.,24,146,False,False,True,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,blocked_exploration,Cluttered and tiny sections of the screen,7,41,False,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,changed_normal_planning,Did not differ at all,5,21,False,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,suggested_change,Add: Less cluttering and more easily accessible. Ability to click and drag across the cycle in a more zoomed in way.,21,116,True,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,supported_exploration,"As someone who has never played BG3 or a DND campaign, the tooltips for skills, abilities and other unknowns were a great help.",23,127,False,False,True,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,blocked_exploration,"Tooltips again. They were a good resource to fill my lack of understanding, but I also felt that some things weren't explained (such as the class choice on ranger like preferred enemy).",32,185,False,False,True,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,changed_normal_planning,I can only offer perspective as someone who used planners for other games. As such I used my usual approach to build planning when using this tool.,27,147,False,False,False,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,suggested_change,I don't feel knowledgeable enough about BG to comment.,9,54,False,False,False,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,optional_comments,I couldn't use the optional feature to test my build :( hopefully it works later.,15,81,False,False,False,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,supported_exploration,knowing all the options from which to choose from,9,49,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,blocked_exploration,"when choosing the spells, it was a bit overwhelming going through all because the text was in the way and changed rapidly",22,121,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,changed_normal_planning,"you can change things quicker and more easily, having a better overview of characters",14,85,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,suggested_change,have a separate fixed box to describe all the spells,10,52,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,supported_exploration,the focus rings,3,15,True,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,blocked_exploration,none,1,4,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,changed_normal_planning,not,1,3,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,suggested_change,not,1,3,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,supported_exploration,Explaining each choice and ability in a pop up helps returning players remember quickly what each option is and allows new players to flip though all available options.,28,168,False,False,True,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,blocked_exploration,The visualization was a bit overwhelming but not overall discouraging.,10,70,False,False,False,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,changed_normal_planning,"It helped keep everything contained. Having every option, ability etc available at a moments notice is very helpful and being able to switch between them is great, Personally, I mostly go with trial and error. I start with a more roleplay focused team and fix my team's weaknesses as I play the game, respecing what need respecing and changing subclasses to fit my needs.",64,371,False,False,False,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,suggested_change,"I think it's a very neat tool. I don't have much to add, maybe just a better, in depth explanation of the visualization system but otherwise nothing. I like it.",30,160,False,False,True,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,supported_exploration,Having a bird's eye view of all the possible spells I could pick helped greatly. Being able to quickly refer back to always prepared spells was great to ensure there was no overlap in my choices,36,194,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,blocked_exploration,"The lack of gear options and multiclassing. I was hoping to make a piercing damage centered hexblade-rogue using Bhaalist armor and crimson mischief and knife of the undermountain king, but the tool does not provide this option yet",38,231,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,changed_normal_planning,"The characters were much more open-ended. There aren't any short race origin characters in BG3. (Not that I'd use them, the lower movement speed feels terrible)",26,160,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,suggested_change,"I'd add multiclassing and gear options, along with a fourth character slot. It was a bit confusing how I was supposed to submit the full party",26,142,False,True,False,False,True,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,optional_comments,I'm more into action rpg's. I felt a bit out of my depth using a build planner for a more tactical rpg like Baldur's gate 3,26,123,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,supported_exploration,"The most influential tool has to be the wheel, as it helped me see numerous mistakes or areas for improvement. It is a creative way to show the key elements of your team.",33,170,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,blocked_exploration,"As much as I like and praise the wheel, I also feel like it is hard to manage with it at first glance. It's way of displaying is daunting and confusing at first. It's initial explanation is fine, but I feel as though it could've been explained more thoroughly.",49,260,False,False,True,False,True,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,changed_normal_planning,"I would usually leave out or forget to account for team synergy and key aspects of the characters. This tool helped me take all of that into account, making my builds synergize much more.",34,187,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,suggested_change,"The visualization is both pleasing and fitting of the genre, but for the sake of easier navigation I would tone down some of the layout and simplify the wheel.",29,159,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,optional_comments,Good luck <3,3,12,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,supported_exploration,The visual aspect for sure.,5,27,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,blocked_exploration,I just wished there was more written feedback and sometimes the way of navigating between members can be slightly confusing.,20,124,False,False,False,False,True,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,changed_normal_planning,Low key I go based off of vibes so it was definitely helpful.,13,61,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,suggested_change,"I feel like the tool is good for visualizing but I wish there was more feedback, like written feedback about party interactions and stuff",24,137,False,True,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,supported_exploration,Spell selection was clearly outlined over each level,8,52,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,blocked_exploration,Lack of multi-class options.,4,28,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,changed_normal_planning,Better visualisation of class abilities.,5,40,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,suggested_change,"Ability to add companion specific abilities to a build (eg, Astarion bite).",12,75,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,supported_exploration,"The visual of the circle chart was really helpful. I was able to clearly understand what kind of spells the party had most of, which I think will help when it comes to strategizing in-game.",35,189,True,True,True,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,blocked_exploration,Nothing felt like it was blocking my creativity.,8,48,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,changed_normal_planning,"I normally build as I play and very rarely plan ahead. This was very different for me, but a lot of fun!",22,104,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,suggested_change,I would like to know if any spells overlap between the characters. It would also be helpful to have spells that are always prepared greyed out on the spell selector.,30,165,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,other_factor,I based each character off of the PCs in the real-life DnD campaign I am currently part of.,18,91,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,supported_exploration,"The building tool is great for showing what your character has access to at different levels, and saving builds you like for a later playthrough",25,144,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,blocked_exploration,"Using this tool it made it harder for me to imagine my character as a real person in a fantasy world, as opposed to a bunch of numbers on a sheet.",31,146,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,changed_normal_planning,"I did not change it much, I already build my characters in a similar way, only using different resources like wikis",21,115,False,False,False,False,False,False,True,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,suggested_change,"The data visualization did not help me in the slightest. I feel like the way you intend to use certain abilities and how often has such a great effect on their role, that a general visualization can never do it justice. At later levels it also became far to cluttered to have any real use.",55,289,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,optional_comments,"I used the character builder to replicate my current builds, rather than create new ones, so the results might be affected by that.",23,131,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,supported_exploration,The aggregation circle is the most helpful one for me. It was really nice to see all the abilities in one place and be able to hover over them and compare them.,32,160,True,False,False,False,False,True,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,blocked_exploration,"One thing that threw me off is the damage calculation. I am not sure it's done correctly. For example, for the Rogue, when I hover over the sneak attack, both melee and ranged show an average of 3.5 (which correlates to a dice roll between 1-6). But the sneak attack dice should be a 6d6, which I would also expect to give a higher than average damage output because I chose the savage attacker feat in the end (as the description of the feat is: ""When making melee weapon attacks, you roll your damage dice twice and use the highest result"").  I haven't checked the other damage calculations, but comparison becomes difficult if they are not calculated correctly.",118,664,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,changed_normal_planning,"I don't think it made things that much more different for me. I generally enjoy having martial or melee classes. I can make an alright sorcerer or warlock build if I want to, but they just don't hit the same ;)",41,210,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,suggested_change,"Well, the only thing that threw me off was the damage calculation. I really enjoy the way that the abilities are displayed and the proximity circles are really cleverly made in my opinion (so the self / melee / range). It kind of makes me wonder if I can make a party that only has actions/attacks in the melee range, but I'm a bit short on time. 
I think it would be cool to also be able to see somewhere the average initiative rolls for the party. I think high initiative is quite important in BG3 so I usually try to have at least one or two party members with the alert feat.",113,579,True,True,False,False,False,True,False,,,,,
